4.637899622321128845e-02,2.215512394905090332e-01,1.848584860563278198e-01,5.640758946537971497e-02,8.751951158046722412e-02,-1.008040085434913635e-02,-5.318619310855865479e-02,-2.062823809683322906e-02,-7.033376395702362061e-02,7.600459456443786621e-02,3.145873546600341797e-01,-4.749719426035881042e-02,-5.441264435648918152e-02,-2.945227324962615967e-01,-8.633754402399063110e-02,9.283149242401123047e-02,1.666975952684879303e-02,-4.174070358276367188e-01,-1.672045290470123291e-01,1.907114237546920776e-01,-1.739239096641540527e-01,1.914610341191291809e-02,-3.387553989887237549e-01,1.374749988317489624e-01,2.472902983427047729e-01,-1.472549587488174438e-01,9.268348105251789093e-03,-2.012556642293930054e-01,1.353412866592407227e-01,-2.358798682689666748e-01,-2.759246528148651123e-01,7.778442651033401489e-02
1.449643969535827637e-01,-1.161225438117980957e-01,-2.356895208358764648e-01,-1.932156234979629517e-01,-1.207821071147918701e-01,-7.938080281019210815e-02,-9.259106218814849854e-02,-1.753953546285629272e-01,-2.297288477420806885e-01,-1.780008822679519653e-01,1.757896989583969116e-01,-2.193433344364166260e-01,-2.220241874456405640e-01,-8.007632195949554443e-02,1.260545551776885986e-01,-2.689546048641204834e-01,-1.075481399893760681e-01,-3.617387637495994568e-02,-1.368574649095535278e-01,-3.098752796649932861e-01,1.759229749441146851e-01,-2.276587784290313721e-01,5.132246389985084534e-02,1.672233045101165771e-01,1.785084605216979980e-01,1.424220576882362366e-02,7.678639143705368042e-02,-4.059702754020690918e-01,-1.126636713743209839e-01,1.561591122299432755e-02,-1.960880905389785767e-01,-9.909466654062271118e-02
-1.809432543814182281e-02,-1.147169098258018494e-01,-2.735030055046081543e-01,1.680465601384639740e-02,5.664236098527908325e-02,-1.593165248632431030e-01,-1.997351348400115967e-01,6.837262958288192749e-02,1.408769935369491577e-02,1.207248643040657043e-01,-1.337834894657135010e-01,3.193275928497314453e-01,-1.902300049550831318e-03,4.749581813812255859e-01,1.535949110984802246e-01,-1.033755615353584290e-01,1.789902597665786743e-01,-2.000358998775482178e-01,-4.001173079013824463e-01,-7.847857475280761719e-02,6.606825441122055054e-02,2.065456360578536987e-01,-2.803178690373897552e-02,-8.651634305715560913e-02,-5.212332308292388916e-02,-4.333067685365676880e-02,8.792224526405334473e-02,3.086794614791870117e-01,-2.768612839281558990e-02,-1.984567940235137939e-01,-2.754053473472595215e-02,-4.049703106284141541e-02
1.216730251908302307e-01,1.399452835321426392e-01,3.241852857172489166e-03,-2.228968217968940735e-02,-1.439636349678039551e-01,2.620754539966583252e-01,-6.792824715375900269e-02,4.814215376973152161e-02,2.427930682897567749e-01,-1.104849502444267273e-01,3.499954640865325928e-01,6.495281559182330966e-05,2.626132071018218994e-01,2.164668440818786621e-01,-5.312106385827064514e-02,-7.146677374839782715e-02,-8.144661039113998413e-02,-6.533416360616683960e-02,-1.358419074676930904e-03,-3.390501141548156738e-01,-1.194151714444160461e-01,-3.784044086933135986e-02,5.711310729384422302e-02,7.516671717166900635e-02,-9.530150145292282104e-02,2.854473590850830078e-01,-1.817298494279384613e-02,2.838751971721649170e-01,-2.905457913875579834e-01,1.686197817325592041e-01,3.406046032905578613e-01,-2.357789687812328339e-02
1.722587049007415771e-01,8.030942827463150024e-02,1.436648964881896973e-01,2.132056504487991333e-01,3.358747065067291260e-02,5.112523213028907776e-02,2.406879365444183350e-01,-1.870339661836624146e-01,2.294900417327880859e-01,-3.928444813936948776e-03,1.422478258609771729e-01,1.340430378913879395e-01,-2.461112290620803833e-01,-1.077600121498107910e-01,-1.375221312046051025e-01,-1.974463313817977905e-01,1.850038170814514160e-01,6.121781468391418457e-02,3.691488504409790039e-01,3.583602607250213623e-01,-2.551475763320922852e-01,1.507368832826614380e-01,4.171757772564888000e-02,-2.069109976291656494e-01,-2.099581249058246613e-02,-1.294145286083221436e-01,1.626958996057510376e-01,3.092207945883274078e-02,-1.281119044870138168e-02,3.305928781628608704e-02,2.483328580856323242e-01,1.938571184873580933e-01
-8.291888236999511719e-02,1.906867921352386475e-01,1.332353204488754272e-01,2.107164561748504639e-01,2.573858499526977539e-01,3.537862598896026611e-01,7.832251489162445068e-02,1.924330294132232666e-01,7.413120567798614502e-02,-1.702768541872501373e-02,-9.591984003782272339e-02,-1.556374877691268921e-01,-1.525271683931350708e-01,-8.929327875375747681e-02,4.212236404418945312e-02,2.951083779335021973e-01,2.027460038661956787e-01,8.468360453844070435e-02,3.629928827285766602e-01,4.685456678271293640e-02,-2.346283644437789917e-01,-2.967074140906333923e-02,-2.215025722980499268e-01,-1.617599129676818848e-01,1.922194361686706543e-01,-2.715687751770019531e-01,1.606883713975548744e-03,8.217517286539077759e-02,1.213263943791389465e-01,1.330468952655792236e-01,1.180210616439580917e-02,1.931622475385665894e-01
6.252826750278472900e-02,-1.623578928411006927e-02,-8.275423943996429443e-02,9.197977930307388306e-02,-1.253660619258880615e-01,-1.696301698684692383e-01,-5.712072178721427917e-02,-2.501528561115264893e-01,1.939753144979476929e-01,4.313614070415496826e-01,1.643140017986297607e-01,-6.708816438913345337e-02,-3.475871086120605469e-01,1.464089900255203247e-01,8.548510819673538208e-02,1.802557148039340973e-02,6.337581574916839600e-02,-2.937862277030944824e-01,-7.020187377929687500e-02,3.362834453582763672e-02,-4.267796501517295837e-02,-2.115099430084228516e-01,1.920842379331588745e-01,1.719937771558761597e-01,2.429607324302196503e-02,4.825631901621818542e-02,-2.859996259212493896e-01,-9.396361559629440308e-02,7.028906792402267456e-02,-2.612160146236419678e-01,-1.788895130157470703e-01,2.386669963598251343e-01
9.107773192226886749e-03,-1.213640272617340088e-01,-2.112246900796890259e-01,7.781060878187417984e-03,3.504172340035438538e-02,-7.386841624975204468e-02,6.087347865104675293e-02,1.753743588924407959e-01,1.375522762537002563e-01,1.257016211748123169e-01,2.312267199158668518e-02,-2.488822638988494873e-01,-6.337824463844299316e-02,-3.638428151607513428e-01,5.470548570156097412e-02,2.272662371397018433e-01,-1.245362386107444763e-01,-1.019480898976325989e-01,1.615759432315826416e-01,-2.307730019092559814e-01,1.462925672531127930e-01,-3.005083203315734863e-01,3.544158637523651123e-01,-2.142789512872695923e-01,1.494834721088409424e-01,1.319378167390823364e-01,3.009450435638427734e-01,-1.377601474523544312e-01,-1.450555324554443359e-01,-8.802846819162368774e-02,-6.759960949420928955e-02,1.999216973781585693e-01
1.449019759893417358e-01,-1.159871667623519897e-01,-2.356708943843841553e-01,-1.934578716754913330e-01,-1.207458302378654480e-01,-7.939664274454116821e-02,-9.258902817964553833e-02,-1.753551661968231201e-01,-2.297022193670272827e-01,-1.781456917524337769e-01,1.758565902709960938e-01,-2.192484885454177856e-01,-2.219025045633316040e-01,-7.995261251926422119e-02,1.261506676673889160e-01,-2.691323757171630859e-01,-1.074455603957176208e-01,-3.626179695129394531e-02,-1.367974579334259033e-01,-3.097421228885650635e-01,1.757441312074661255e-01,-2.278306782245635986e-01,5.140956863760948181e-02,1.672668457031250000e-01,1.785645484924316406e-01,1.425831671804189682e-02,7.667474448680877686e-02,-4.060025811195373535e-01,-1.126683503389358521e-01,1.540382206439971924e-02,-1.959928125143051147e-01,-9.912987053394317627e-02
2.232329398393630981e-01,-1.312181353569030762e-01,1.920855641365051270e-01,-6.761159747838973999e-02,1.797646880149841309e-01,-8.519843965768814087e-02,-3.330162167549133301e-01,-6.031727418303489685e-02,-1.832516938447952271e-01,-2.766406349837779999e-02,-1.459037363529205322e-01,-1.042907387018203735e-01,-1.594726145267486572e-01,4.436172544956207275e-01,-1.742641627788543701e-01,-2.830750942230224609e-01,-1.013068333268165588e-01,-4.986236244440078735e-02,-3.233939111232757568e-01,-2.420853823423385620e-01,6.219192221760749817e-02,-4.001704603433609009e-02,-1.686305701732635498e-01,4.539109393954277039e-02,2.215816974639892578e-01,-3.837513923645019531e-02,-1.177367717027664185e-01,3.730680420994758606e-02,6.033527106046676636e-02,-1.844305992126464844e-01,9.883123636245727539e-02,-1.139241680502891541e-01
-1.434558779001235962e-01,2.076832056045532227e-01,-1.252980381250381470e-01,-2.984206080436706543e-01,9.976872056722640991e-02,2.102282047271728516e-01,2.001966685056686401e-01,-2.148893661797046661e-02,-3.353229761123657227e-01,-1.025183945894241333e-01,-1.742594838142395020e-01,-2.897214889526367188e-01,2.316554822027683258e-02,1.117302998900413513e-01,1.173592209815979004e-01,1.256401389837265015e-01,-3.506174683570861816e-02,-1.744500845670700073e-01,3.636267185211181641e-01,5.265522375702857971e-02,1.906384378671646118e-01,-2.462490051984786987e-01,-4.783251788467168808e-03,2.524940073490142822e-01,1.396203637123107910e-01,4.113092646002769470e-02,1.722234636545181274e-01,8.396346122026443481e-02,1.480773687362670898e-01,1.848104447126388550e-01,2.988679520785808563e-02,1.213254928588867188e-01
-1.386334653943777084e-02,-2.047750055789947510e-01,-1.685635447502136230e-01,9.242282807826995850e-02,5.259664729237556458e-03,-2.133264541625976562e-01,-3.265891671180725098e-01,-1.775491237640380859e-01,-1.333270967006683350e-01,-8.562337607145309448e-02,1.778978295624256134e-02,4.876723289489746094e-01,-8.693873882293701172e-02,-9.570255130529403687e-02,1.503548622131347656e-01,-3.438880145549774170e-01,8.748587220907211304e-02,-5.438256263732910156e-02,7.683325558900833130e-02,5.693377554416656494e-02,-4.806748032569885254e-02,-2.315729297697544098e-02,2.053651958703994751e-01,1.113841310143470764e-01,-2.984122633934020996e-01,-2.616507411003112793e-01,4.625038802623748779e-02,-4.089068621397018433e-02,1.990612000226974487e-01,-9.325176477432250977e-02,1.597056239843368530e-01,6.351964920759201050e-02
